#CODE      ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x,;;;;
W_L_1230528;https://en.wikipedia.org/wiki/Abdallah_ibn_Ishaq_ibn_Ibrahim;http://en.wikipedia.org/wiki/Abdallah_ibn_Ishaq_ibn_Ibrahim;;
W_L_1230526;https://en.wikipedia.org/wiki/Ishaq_ibn_Ibrahim_al-Mus%27abi;http://en.wikipedia.org/wiki/Ishaq_ibn_Ibrahim_al-Mus%27abi;;
W_L_1230666;https://en.wikipedia.org/wiki/%27Ali_ibn_al-Husayn_ibn_Quraysh;http://en.wikipedia.org/wiki/%27Ali_ibn_al-Husayn_ibn_Quraysh;;
W_L_1234946;https://en.wikipedia.org/wiki/Abdallah_ibn_al-Mu%27tazz;http://en.wikipedia.org/wiki/Abdallah_ibn_al-Mu%27tazz;;
W_L_146076 ;https://en.wikipedia.org/wiki/Khalid_ibn_Yazid_al-Shaybani;http://en.wikipedia.org/wiki/Khalid_ibn_Yazid_al-Shaybani;;
W_L_146077 ;https://en.wikipedia.org/wiki/Muhammad_ibn_Khalid;http://en.wikipedia.org/wiki/Muhammad_ibn_Khalid;;
W_L_159733 ;https://en.wikipedia.org/wiki/Khalid_ibn_Yazid_al-Shaybani;http://en.wikipedia.org/wiki/Khalid_ibn_Yazid_al-Shaybani;;
W_L_159732 ;https://en.wikipedia.org/wiki/Isa_ibn_al-Shaykh_al-Shaybani;http://en.wikipedia.org/wiki/Isa_ibn_al-Shaykh_al-Shaybani;;
W_L_194325 ;https://en.wikipedia.org/wiki/Abaoji;http://en.wikipedia.org/wiki/Abaoji;;
W_L_194326 ;https://en.wikipedia.org/wiki/Emperor_Taizong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Taizong_of_Liao;;
W_L_194328 ;https://en.wikipedia.org/wiki/Emperor_Shizong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Shizong_of_Liao;;
W_L_194329 ;https://en.wikipedia.org/wiki/Emperor_Muzong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Muzong_of_Liao;;
W_L_194330 ;https://en.wikipedia.org/wiki/Emperor_Jingzong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Jingzong_of_Liao;;
W_L_194331 ;https://en.wikipedia.org/wiki/Emperor_Shengzong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Shengzong_of_Liao;;
W_L_194332 ;https://en.wikipedia.org/wiki/Emperor_Xingzong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Xingzong_of_Liao;;
W_L_194333 ;https://en.wikipedia.org/wiki/Emperor_Daozong_of_Liao;http://en.wikipedia.org/wiki/Emperor_Daozong_of_Liao;;
W_L_194334 ;https://en.wikipedia.org/wiki/Emperor_Tianzuo_of_Liao;http://en.wikipedia.org/wiki/Emperor_Tianzuo_of_Liao;;
W_L_1231519;https://en.wikipedia.org/wiki/Empress_Shul%C3%BC_Ping;http://en.wikipedia.org/wiki/Empress_Shul%C3%BC_Ping;;
W_L_73685  ;https://en.wikipedia.org/wiki/Abdullah_ibn_Muhammad_al-Umawi;http://en.wikipedia.org/wiki/Abdullah_ibn_Muhammad_al-Umawi;;
W_L_3200   ;https://en.wikipedia.org/wiki/Abd-ar-Rahman_III;http://en.wikipedia.org/wiki/Abd-ar-Rahman_III;;
W_L_3202   ;https://en.wikipedia.org/wiki/Al-Hakam_II;http://en.wikipedia.org/wiki/Al-Hakam_II;;
W_L_3204   ;https://en.wikipedia.org/wiki/Hisham_II;http://en.wikipedia.org/wiki/Hisham_II;;
W_L_73671  ;https://en.wikipedia.org/wiki/Muhammad_II_of_C%C3%B3rdoba;http://en.wikipedia.org/wiki/Muhammad_II_of_C%C3%B3rdoba;;
W_L_73675  ;https://en.wikipedia.org/wiki/Sulayman_ibn_al-Hakam;http://en.wikipedia.org/wiki/Sulayman_ibn_al-Hakam;;
W_L_73678  ;https://en.wikipedia.org/wiki/Abd_ar-Rahman_IV;http://en.wikipedia.org/wiki/Abd_ar-Rahman_IV;;
W_L_73687  ;https://en.wikipedia.org/wiki/Ali_ibn_Hammud_al-Nasir;http://en.wikipedia.org/wiki/Ali_ibn_Hammud_al-Nasir;;
W_L_73689  ;https://en.wikipedia.org/wiki/Al-Qasim_al-Ma%27mun;http://en.wikipedia.org/wiki/Al-Qasim_al-Ma%27mun;;
W_L_73690  ;https://en.wikipedia.org/wiki/Yahya_ibn_Ali_ibn_Hammud_al-Mu%27tali;http://en.wikipedia.org/wiki/Yahya_ibn_Ali_ibn_Hammud_al-Mu%27tali;;
W_L_73672  ;https://en.wikipedia.org/wiki/Abd_ar-Rahman_V;http://en.wikipedia.org/wiki/Abd_ar-Rahman_V;;
W_L_73668  ;https://en.wikipedia.org/wiki/Muhammad_III_of_C%C3%B3rdoba;http://en.wikipedia.org/wiki/Muhammad_III_of_C%C3%B3rdoba;;
W_L_3208   ;https://en.wikipedia.org/wiki/Hisham_III_of_C%C3%B3rdoba;http://en.wikipedia.org/wiki/Hisham_III_of_C%C3%B3rdoba;;
W_L_1235073;https://en.wikipedia.org/wiki/Wallada_bint_al-Mustakfi;http://en.wikipedia.org/wiki/Wallada_bint_al-Mustakfi;;
W_L_1500143;https://en.wikipedia.org/wiki/Hasan_al-Utrush;http://en.wikipedia.org/wiki/Hasan_al-Utrush;;
W_L_144091 ;https://en.wikipedia.org/wiki/Abu%27l-Fida;http://en.wikipedia.org/wiki/Abu%27l-Fida;;
W_L_159399 ;https://en.wikipedia.org/wiki/Al-Hadi_ila%27l-Haqq_Yahya;http://en.wikipedia.org/wiki/Al-Hadi_ila%27l-Haqq_Yahya;;
W_L_159400 ;https://en.wikipedia.org/wiki/Al-Murtada_Muhammad;http://en.wikipedia.org/wiki/Al-Murtada_Muhammad;;
W_L_159401 ;https://en.wikipedia.org/wiki/An-Nasir_Ahmad_(Zaidi_imam);http://en.wikipedia.org/wiki/An-Nasir_Ahmad_(Zaidi_imam);;
W_L_159402 ;https://en.wikipedia.org/wiki/Al-Muntakhab_al-Hasan;http://en.wikipedia.org/wiki/Al-Muntakhab_al-Hasan;;
W_L_159403 ;https://en.wikipedia.org/wiki/Al-Mukhtar_al-Qasim;http://en.wikipedia.org/wiki/Al-Mukhtar_al-Qasim;;
W_L_159404 ;https://en.wikipedia.org/wiki/Al-Mansur_Yahya;http://en.wikipedia.org/wiki/Al-Mansur_Yahya;;
W_L_159405 ;https://en.wikipedia.org/wiki/Ad-Da%27i_Yusuf;http://en.wikipedia.org/wiki/Ad-Da%27i_Yusuf;;
W_L_159409 ;https://en.wikipedia.org/wiki/Al-Mansur_al-Qasim_al-Iyyani;http://en.wikipedia.org/wiki/Al-Mansur_al-Qasim_al-Iyyani;;
W_L_159410 ;https://en.wikipedia.org/wiki/Al-Mahdi_al-Husayn;http://en.wikipedia.org/wiki/Al-Mahdi_al-Husayn;;
W_L_1500177;https://en.wikipedia.org/wiki/Al-Mu%27ayyad_Ahmad;http://en.wikipedia.org/wiki/Al-Mu%27ayyad_Ahmad;;
W_L_1500178;https://en.wikipedia.org/wiki/Abu_Talib_Yahya;http://en.wikipedia.org/wiki/Abu_Talib_Yahya;;
W_L_159414 ;https://en.wikipedia.org/wiki/Abu_Hashim_al-Hasan;http://en.wikipedia.org/wiki/Abu_Hashim_al-Hasan;;
W_L_1500187;https://en.wikipedia.org/wiki/Abu%27l-Fath_an-Nasir_ad-Dailami;http://en.wikipedia.org/wiki/Abu%27l-Fath_an-Nasir_ad-Dailami;;
W_L_159415 ;https://en.wikipedia.org/wiki/Al-Muhtasib_al-Mujahid_Hamzah;http://en.wikipedia.org/wiki/Al-Muhtasib_al-Mujahid_Hamzah;;
W_L_159420 ;https://en.wikipedia.org/wiki/Al-Mutawakkil_Ahmad_bin_Sulayman;http://en.wikipedia.org/wiki/Al-Mutawakkil_Ahmad_bin_Sulayman;;
W_L_1236073;https://en.wikipedia.org/wiki/Al-Mansur_Abdallah;http://en.wikipedia.org/wiki/Al-Mansur_Abdallah;;
W_L_1236039;https://en.wikipedia.org/wiki/Al-Hadi_Yahya;http://en.wikipedia.org/wiki/Al-Hadi_Yahya;;
W_L_3206   ;https://en.wikipedia.org/wiki/Almanzor;http://en.wikipedia.org/wiki/Almanzor;;
W_L_73226  ;https://en.wikipedia.org/wiki/Abd_al-Rahman_Sanchuelo;http://en.wikipedia.org/wiki/Abd_al-Rahman_Sanchuelo;;
W_L_1235054;https://en.wikipedia.org/wiki/Abd_al-Malik_al-Muzaffar;http://en.wikipedia.org/wiki/Abd_al-Malik_al-Muzaffar;;
W_L_166689 ;https://en.wikipedia.org/wiki/Li_Shengtian;http://en.wikipedia.org/wiki/Li_Shengtian;;
W_L_34993  ;https://en.wikipedia.org/wiki/Tankiz;http://en.wikipedia.org/wiki/Tankiz;;
W_L_1235959;https://en.wikipedia.org/wiki/Shams_al-Din_Juvayni;http://en.wikipedia.org/wiki/Shams_al-Din_Juvayni;;
W_L_1235960;https://en.wikipedia.org/wiki/Ata-Malik_Juvayni;http://en.wikipedia.org/wiki/Ata-Malik_Juvayni;;
W_L_242001 ;https://en.wikipedia.org/wiki/Sa%27ad_al-Dawla;http://en.wikipedia.org/wiki/Sa%27ad_al-Dawla;;
W_L_217309 ;https://en.wikipedia.org/wiki/Buqa;http://en.wikipedia.org/wiki/Buqa;;
W_L_1240003;https://en.wikipedia.org/wiki/Jayapala;http://en.wikipedia.org/wiki/Jayapala;;
W_L_1240004;https://en.wikipedia.org/wiki/Anandapala;http://en.wikipedia.org/wiki/Anandapala;;
W_L_1240005;https://en.wikipedia.org/wiki/Trilochanapala;http://en.wikipedia.org/wiki/Trilochanapala;;
W_L_1300108;https://en.wikipedia.org/wiki/Fateh_Daud;http://en.wikipedia.org/wiki/Fateh_Daud;;
W_L_188349 ;https://en.wikipedia.org/wiki/Khafif;http://en.wikipedia.org/wiki/Khafif;;http://en.wikipedia.org/wiki/Khafif
W_L_188406 ;https://en.wikipedia.org/wiki/Didda;http://en.wikipedia.org/wiki/Didda;;
W_L_1228559;https://en.wikipedia.org/wiki/Hummay;http://en.wikipedia.org/wiki/Hummay;;
W_L_1228565;https://en.wikipedia.org/wiki/Dunama_Dabbalemi;http://en.wikipedia.org/wiki/Dunama_Dabbalemi;;
